"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"12/01/2022 02:00:00 - 12/01/2022 03:00:00","BZN|IT-North","Without Sequence","184.27","",""
"12/01/2022 03:00:00 - 12/01/2022 04:00:00","BZN|IT-North","Without Sequence","179.58","",""
"12/01/2022 04:00:00 - 12/01/2022 05:00:00","BZN|IT-North","Without Sequence","178.33","",""
"12/01/2022 05:00:00 - 12/01/2022 06:00:00","BZN|IT-North","Without Sequence","193.50","",""
"12/01/2022 06:00:00 - 12/01/2022 07:00:00","BZN|IT-North","Without Sequence","236.76","",""
"12/01/2022 07:00:00 - 12/01/2022 08:00:00","BZN|IT-North","Without Sequence","273.18","",""
"12/01/2022 08:00:00 - 12/01/2022 09:00:00","BZN|IT-North","Without Sequence","300.10","",""
"12/01/2022 09:00:00 - 12/01/2022 10:00:00","BZN|IT-North","Without Sequence","292.74","",""
"12/01/2022 10:00:00 - 12/01/2022 11:00:00","BZN|IT-North","Without Sequence","275.50","",""
"12/01/2022 11:00:00 - 12/01/2022 12:00:00","BZN|IT-North","Without Sequence","258.65","",""
"12/01/2022 12:00:00 - 12/01/2022 13:00:00","BZN|IT-North","Without Sequence","245.11","",""
"12/01/2022 13:00:00 - 12/01/2022 14:00:00","BZN|IT-North","Without Sequence","232.08","",""
"12/01/2022 14:00:00 - 12/01/2022 15:00:00","BZN|IT-North","Without Sequence","234.77","",""
"12/01/2022 15:00:00 - 12/01/2022 16:00:00","BZN|IT-North","Without Sequence","240.01","",""
"12/01/2022 16:00:00 - 12/01/2022 17:00:00","BZN|IT-North","Without Sequence","255.00","",""
"12/01/2022 17:00:00 - 12/01/2022 18:00:00","BZN|IT-North","Without Sequence","284.82","",""
"12/01/2022 18:00:00 - 12/01/2022 19:00:00","BZN|IT-North","Without Sequence","285.97","",""
"12/01/2022 19:00:00 - 12/01/2022 20:00:00","BZN|IT-North","Without Sequence","269.03","",""
"12/01/2022 20:00:00 - 12/01/2022 21:00:00","BZN|IT-North","Without Sequence","246.90","",""
"12/01/2022 21:00:00 - 12/01/2022 22:00:00","BZN|IT-North","Without Sequence","222.79","",""
"12/01/2022 22:00:00 - 12/01/2022 23:00:00","BZN|IT-North","Without Sequence","213.64","",""
"12/01/2022 23:00:00 - 13/01/2022 00:00:00","BZN|IT-North","Without Sequence","200.22","",""
"13/01/2022 00:00:00 - 13/01/2022 01:00:00","BZN|IT-North","Without Sequence","192.24","",""
"13/01/2022 01:00:00 - 13/01/2022 02:00:00","BZN|IT-North","Without Sequence","188.72","",""
"13/01/2022 02:00:00 - 13/01/2022 03:00:00","BZN|IT-North","Without Sequence","187.87","",""
"13/01/2022 03:00:00 - 13/01/2022 04:00:00","BZN|IT-North","Without Sequence","186.57","",""
"13/01/2022 04:00:00 - 13/01/2022 05:00:00","BZN|IT-North","Without Sequence","188.00","",""
"13/01/2022 05:00:00 - 13/01/2022 06:00:00","BZN|IT-North","Without Sequence","198.24","",""
"13/01/2022 06:00:00 - 13/01/2022 07:00:00","BZN|IT-North","Without Sequence","212.18","",""
"13/01/2022 07:00:00 - 13/01/2022 08:00:00","BZN|IT-North","Without Sequence","236.26","",""
"13/01/2022 08:00:00 - 13/01/2022 09:00:00","BZN|IT-North","Without Sequence","252.39","",""
"13/01/2022 09:00:00 - 13/01/2022 10:00:00","BZN|IT-North","Without Sequence","257.58","",""
"13/01/2022 10:00:00 - 13/01/2022 11:00:00","BZN|IT-North","Without Sequence","254.17","",""
"13/01/2022 11:00:00 - 13/01/2022 12:00:00","BZN|IT-North","Without Sequence","230.00","",""
"13/01/2022 12:00:00 - 13/01/2022 13:00:00","BZN|IT-North","Without Sequence","223.12","",""
"13/01/2022 13:00:00 - 13/01/2022 14:00:00","BZN|IT-North","Without Sequence","214.00","",""
"13/01/2022 14:00:00 - 13/01/2022 15:00:00","BZN|IT-North","Without Sequence","214.88","",""
"13/01/2022 15:00:00 - 13/01/2022 16:00:00","BZN|IT-North","Without Sequence","221.65","",""
"13/01/2022 16:00:00 - 13/01/2022 17:00:00","BZN|IT-North","Without Sequence","243.44","",""
"13/01/2022 17:00:00 - 13/01/2022 18:00:00","BZN|IT-North","Without Sequence","266.30","",""
"13/01/2022 18:00:00 - 13/01/2022 19:00:00","BZN|IT-North","Without Sequence","274.00","",""
"13/01/2022 19:00:00 - 13/01/2022 20:00:00","BZN|IT-North","Without Sequence","262.95","",""
"13/01/2022 20:00:00 - 13/01/2022 21:00:00","BZN|IT-North","Without Sequence","246.27","",""
"13/01/2022 21:00:00 - 13/01/2022 22:00:00","BZN|IT-North","Without Sequence","230.10","",""
"13/01/2022 22:00:00 - 13/01/2022 23:00:00","BZN|IT-North","Without Sequence","217.03","",""
"13/01/2022 23:00:00 - 14/01/2022 00:00:00","BZN|IT-North","Without Sequence","207.99","",""
"14/01/2022 00:00:00 - 14/01/2022 01:00:00","BZN|IT-North","Without Sequence","205.00","",""
"14/01/2022 01:00:00 - 14/01/2022 02:00:00","BZN|IT-North","Without Sequence","199.96","",""
"14/01/2022 02:00:00 - 14/01/2022 03:00:00","BZN|IT-North","Without Sequence","196.42","",""
"14/01/2022 03:00:00 - 14/01/2022 04:00:00","BZN|IT-North","Without Sequence","192.77","",""
"14/01/2022 04:00:00 - 14/01/2022 05:00:00","BZN|IT-North","Without Sequence","192.43","",""
"14/01/2022 05:00:00 - 14/01/2022 06:00:00","BZN|IT-North","Without Sequence","197.60","",""
"14/01/2022 06:00:00 - 14/01/2022 07:00:00","BZN|IT-North","Without Sequence","218.90","",""
"14/01/2022 07:00:00 - 14/01/2022 08:00:00","BZN|IT-North","Without Sequence","259.24","",""
"14/01/2022 08:00:00 - 14/01/2022 09:00:00","BZN|IT-North","Without Sequence","284.66","",""
"14/01/2022 09:00:00 - 14/01/2022 10:00:00","BZN|IT-North","Without Sequence","292.50","",""
"14/01/2022 10:00:00 - 14/01/2022 11:00:00","BZN|IT-North","Without Sequence","274.10","",""
"14/01/2022 11:00:00 - 14/01/2022 12:00:00","BZN|IT-North","Without Sequence","256.54","",""
"14/01/2022 12:00:00 - 14/01/2022 13:00:00","BZN|IT-North","Without Sequence","226.80","",""
"14/01/2022 13:00:00 - 14/01/2022 14:00:00","BZN|IT-North","Without Sequence","217.97","",""
"14/01/2022 14:00:00 - 14/01/2022 15:00:00","BZN|IT-North","Without Sequence","213.01","",""
"14/01/2022 15:00:00 - 14/01/2022 16:00:00","BZN|IT-North","Without Sequence","220.00","",""
"14/01/2022 16:00:00 - 14/01/2022 17:00:00","BZN|IT-North","Without Sequence","238.05","",""
"14/01/2022 17:00:00 - 14/01/2022 18:00:00","BZN|IT-North","Without Sequence","262.00","",""
"14/01/2022 18:00:00 - 14/01/2022 19:00:00","BZN|IT-North","Without Sequence","280.67","",""
"14/01/2022 19:00:00 - 14/01/2022 20:00:00","BZN|IT-North","Without Sequence","269.00","",""
"14/01/2022 20:00:00 - 14/01/2022 21:00:00","BZN|IT-North","Without Sequence","243.07","",""
"14/01/2022 21:00:00 - 14/01/2022 22:00:00","BZN|IT-North","Without Sequence","225.61","",""
"14/01/2022 22:00:00 - 14/01/2022 23:00:00","BZN|IT-North","Without Sequence","216.68","",""
"14/01/2022 23:00:00 - 15/01/2022 00:00:00","BZN|IT-North","Without Sequence","205.00","",""
"15/01/2022 00:00:00 - 15/01/2022 01:00:00","BZN|IT-North","Without Sequence","222.01","",""
"15/01/2022 01:00:00 - 15/01/2022 02:00:00","BZN|IT-North","Without Sequence","214.92","",""
"15/01/2022 02:00:00 - 15/01/2022 03:00:00","BZN|IT-North","Without Sequence","209.61","",""
"15/01/2022 03:00:00 - 15/01/2022 04:00:00","BZN|IT-North","Without Sequence","196.70","",""
"15/01/2022 04:00:00 - 15/01/2022 05:00:00","BZN|IT-North","Without Sequence","193.04","",""
"15/01/2022 05:00:00 - 15/01/2022 06:00:00","BZN|IT-North","Without Sequence","195.05","",""
"15/01/2022 06:00:00 - 15/01/2022 07:00:00","BZN|IT-North","Without Sequence","210.00","",""
"15/01/2022 07:00:00 - 15/01/2022 08:00:00","BZN|IT-North","Without Sequence","217.21","",""
"15/01/2022 08:00:00 - 15/01/2022 09:00:00","BZN|IT-North","Without Sequence","223.76","",""
"15/01/2022 09:00:00 - 15/01/2022 10:00:00","BZN|IT-North","Without Sequence","230.00","",""
"15/01/2022 10:00:00 - 15/01/2022 11:00:00","BZN|IT-North","Without Sequence","222.39","",""
"15/01/2022 11:00:00 - 15/01/2022 12:00:00","BZN|IT-North","Without Sequence","214.92","",""
"15/01/2022 12:00:00 - 15/01/2022 13:00:00","BZN|IT-North","Without Sequence","208.43","",""
"15/01/2022 13:00:00 - 15/01/2022 14:00:00","BZN|IT-North","Without Sequence","200.00","",""
"15/01/2022 14:00:00 - 15/01/2022 15:00:00","BZN|IT-North","Without Sequence","203.09","",""
"15/01/2022 15:00:00 - 15/01/2022 16:00:00","BZN|IT-North","Without Sequence","213.98","",""
"15/01/2022 16:00:00 - 15/01/2022 17:00:00","BZN|IT-North","Without Sequence","226.32","",""
"15/01/2022 17:00:00 - 15/01/2022 18:00:00","BZN|IT-North","Without Sequence","260.00","",""
"15/01/2022 18:00:00 - 15/01/2022 19:00:00","BZN|IT-North","Without Sequence","267.03","",""
"15/01/2022 19:00:00 - 15/01/2022 20:00:00","BZN|IT-North","Without Sequence","261.41","",""
"15/01/2022 20:00:00 - 15/01/2022 21:00:00","BZN|IT-North","Without Sequence","243.62","",""
"15/01/2022 21:00:00 - 15/01/2022 22:00:00","BZN|IT-North","Without Sequence","227.85","",""
"15/01/2022 22:00:00 - 15/01/2022 23:00:00","BZN|IT-North","Without Sequence","222.66","",""
"15/01/2022 23:00:00 - 16/01/2022 00:00:00","BZN|IT-North","Without Sequence","217.00","",""
"16/01/2022 00:00:00 - 16/01/2022 01:00:00","BZN|IT-North","Without Sequence","225.92","",""
"16/01/2022 01:00:00 - 16/01/2022 02:00:00","BZN|IT-North","Without Sequence","216.00","",""
"16/01/2022 02:00:00 - 16/01/2022 03:00:00","BZN|IT-North","Without Sequence","207.62","",""
"16/01/2022 03:00:00 - 16/01/2022 04:00:00","BZN|IT-North","Without Sequence","197.22","",""
"16/01/2022 04:00:00 - 16/01/2022 05:00:00","BZN|IT-North","Without Sequence","186.70","",""
"16/01/2022 05:00:00 - 16/01/2022 06:00:00","BZN|IT-North","Without Sequence","186.60","",""
"16/01/2022 06:00:00 - 16/01/2022 07:00:00","BZN|IT-North","Without Sequence","198.01","",""
"16/01/2022 07:00:00 - 16/01/2022 08:00:00","BZN|IT-North","Without Sequence","200.03","",""
"16/01/2022 08:00:00 - 16/01/2022 09:00:00","BZN|IT-North","Without Sequence","200.00","",""
"16/01/2022 09:00:00 - 16/01/2022 10:00:00","BZN|IT-North","Without Sequence","204.86","",""
"16/01/2022 10:00:00 - 16/01/2022 11:00:00","BZN|IT-North","Without Sequence","204.50","",""
"16/01/2022 11:00:00 - 16/01/2022 12:00:00","BZN|IT-North","Without Sequence","204.43","",""
"16/01/2022 12:00:00 - 16/01/2022 13:00:00","BZN|IT-North","Without Sequence","205.21","",""
"16/01/2022 13:00:00 - 16/01/2022 14:00:00","BZN|IT-North","Without Sequence","195.02","",""
"16/01/2022 14:00:00 - 16/01/2022 15:00:00","BZN|IT-North","Without Sequence","191.90","",""
"16/01/2022 15:00:00 - 16/01/2022 16:00:00","BZN|IT-North","Without Sequence","196.92","",""
"16/01/2022 16:00:00 - 16/01/2022 17:00:00","BZN|IT-North","Without Sequence","213.05","",""
"16/01/2022 17:00:00 - 16/01/2022 18:00:00","BZN|IT-North","Without Sequence","222.87","",""
"16/01/2022 18:00:00 - 16/01/2022 19:00:00","BZN|IT-North","Without Sequence","257.45","",""
"16/01/2022 19:00:00 - 16/01/2022 20:00:00","BZN|IT-North","Without Sequence","265.36","",""
"16/01/2022 20:00:00 - 16/01/2022 21:00:00","BZN|IT-North","Without Sequence","257.13","",""
"16/01/2022 21:00:00 - 16/01/2022 22:00:00","BZN|IT-North","Without Sequence","241.90","",""
"16/01/2022 22:00:00 - 16/01/2022 23:00:00","BZN|IT-North","Without Sequence","228.52","",""
"16/01/2022 23:00:00 - 17/01/2022 00:00:00","BZN|IT-North","Without Sequence","206.00","",""
"17/01/2022 00:00:00 - 17/01/2022 01:00:00","BZN|IT-North","Without Sequence","229.00","",""
"17/01/2022 01:00:00 - 17/01/2022 02:00:00","BZN|IT-North","Without Sequence","211.80","",""
"17/01/2022 02:00:00 - 17/01/2022 03:00:00","BZN|IT-North","Without Sequence","199.82","",""
"17/01/2022 03:00:00 - 17/01/2022 04:00:00","BZN|IT-North","Without Sequence","197.70","",""
"17/01/2022 04:00:00 - 17/01/2022 05:00:00","BZN|IT-North","Without Sequence","200.00","",""
"17/01/2022 05:00:00 - 17/01/2022 06:00:00","BZN|IT-North","Without Sequence","222.78","",""
"17/01/2022 06:00:00 - 17/01/2022 07:00:00","BZN|IT-North","Without Sequence","237.30","",""
"17/01/2022 07:00:00 - 17/01/2022 08:00:00","BZN|IT-North","Without Sequence","258.90","",""
"17/01/2022 08:00:00 - 17/01/2022 09:00:00","BZN|IT-North","Without Sequence","290.00","",""
"17/01/2022 09:00:00 - 17/01/2022 10:00:00","BZN|IT-North","Without Sequence","280.00","",""
"17/01/2022 10:00:00 - 17/01/2022 11:00:00","BZN|IT-North","Without Sequence","273.00","",""
"17/01/2022 11:00:00 - 17/01/2022 12:00:00","BZN|IT-North","Without Sequence","260.89","",""
"17/01/2022 12:00:00 - 17/01/2022 13:00:00","BZN|IT-North","Without Sequence","233.77","",""
"17/01/2022 13:00:00 - 17/01/2022 14:00:00","BZN|IT-North","Without Sequence","250.00","",""
"17/01/2022 14:00:00 - 17/01/2022 15:00:00","BZN|IT-North","Without Sequence","253.64","",""
"17/01/2022 15:00:00 - 17/01/2022 16:00:00","BZN|IT-North","Without Sequence","256.99","",""
"17/01/2022 16:00:00 - 17/01/2022 17:00:00","BZN|IT-North","Without Sequence","264.73","",""
"17/01/2022 17:00:00 - 17/01/2022 18:00:00","BZN|IT-North","Without Sequence","276.49","",""
"17/01/2022 18:00:00 - 17/01/2022 19:00:00","BZN|IT-North","Without Sequence","299.03","",""
"17/01/2022 19:00:00 - 17/01/2022 20:00:00","BZN|IT-North","Without Sequence","288.69","",""
"17/01/2022 20:00:00 - 17/01/2022 21:00:00","BZN|IT-North","Without Sequence","260.00","",""
"17/01/2022 21:00:00 - 17/01/2022 22:00:00","BZN|IT-North","Without Sequence","233.77","",""
"17/01/2022 22:00:00 - 17/01/2022 23:00:00","BZN|IT-North","Without Sequence","230.13","",""
"17/01/2022 23:00:00 - 18/01/2022 00:00:00","BZN|IT-North","Without Sequence","218.85","",""
"18/01/2022 00:00:00 - 18/01/2022 01:00:00","BZN|IT-North","Without Sequence","213.90","",""
"18/01/2022 01:00:00 - 18/01/2022 02:00:00","BZN|IT-North","Without Sequence","203.27","",""
"18/01/2022 02:00:00 - 18/01/2022 03:00:00","BZN|IT-North","Without Sequence","200.48","",""
"18/01/2022 03:00:00 - 18/01/2022 04:00:00","BZN|IT-North","Without Sequence","194.52","",""
"18/01/2022 04:00:00 - 18/01/2022 05:00:00","BZN|IT-North","Without Sequence","193.99","",""
"18/01/2022 05:00:00 - 18/01/2022 06:00:00","BZN|IT-North","Without Sequence","205.00","",""
"18/01/2022 06:00:00 - 18/01/2022 07:00:00","BZN|IT-North","Without Sequence","229.10","",""
"18/01/2022 07:00:00 - 18/01/2022 08:00:00","BZN|IT-North","Without Sequence","274.05","",""
"18/01/2022 08:00:00 - 18/01/2022 09:00:00","BZN|IT-North","Without Sequence","294.40","",""
"18/01/2022 09:00:00 - 18/01/2022 10:00:00","BZN|IT-North","Without Sequence","290.64","",""
"18/01/2022 10:00:00 - 18/01/2022 11:00:00","BZN|IT-North","Without Sequence","275.40","",""
"18/01/2022 11:00:00 - 18/01/2022 12:00:00","BZN|IT-North","Without Sequence","265.10","",""
"18/01/2022 12:00:00 - 18/01/2022 13:00:00","BZN|IT-North","Without Sequence","250.00","",""
"18/01/2022 13:00:00 - 18/01/2022 14:00:00","BZN|IT-North","Without Sequence","244.27","",""
"18/01/2022 14:00:00 - 18/01/2022 15:00:00","BZN|IT-North","Without Sequence","243.02","",""
"18/01/2022 15:00:00 - 18/01/2022 16:00:00","BZN|IT-North","Without Sequence","249.22","",""
"18/01/2022 16:00:00 - 18/01/2022 17:00:00","BZN|IT-North","Without Sequence","260.00","",""
"18/01/2022 17:00:00 - 18/01/2022 18:00:00","BZN|IT-North","Without Sequence","278.00","",""
"18/01/2022 18:00:00 - 18/01/2022 19:00:00","BZN|IT-North","Without Sequence","294.36","",""
"18/01/2022 19:00:00 - 18/01/2022 20:00:00","BZN|IT-North","Without Sequence","278.41","",""
"18/01/2022 20:00:00 - 18/01/2022 21:00:00","BZN|IT-North","Without Sequence","259.29","",""
"18/01/2022 21:00:00 - 18/01/2022 22:00:00","BZN|IT-North","Without Sequence","240.00","",""
"18/01/2022 22:00:00 - 18/01/2022 23:00:00","BZN|IT-North","Without Sequence","225.84","",""
"18/01/2022 23:00:00 - 19/01/2022 00:00:00","BZN|IT-North","Without Sequence","213.54","",""
"19/01/2022 00:00:00 - 19/01/2022 01:00:00","BZN|IT-North","Without Sequence","199.46","",""
"19/01/2022 01:00:00 - 19/01/2022 02:00:00","BZN|IT-North","Without Sequence","197.00","",""
"19/01/2022 02:00:00 - 19/01/2022 03:00:00","BZN|IT-North","Without Sequence","195.00","",""
"19/01/2022 03:00:00 - 19/01/2022 04:00:00","BZN|IT-North","Without Sequence","193.91","",""
"19/01/2022 04:00:00 - 19/01/2022 05:00:00","BZN|IT-North","Without Sequence","188.70","",""
"19/01/2022 05:00:00 - 19/01/2022 06:00:00","BZN|IT-North","Without Sequence","195.36","",""
"19/01/2022 06:00:00 - 19/01/2022 07:00:00","BZN|IT-North","Without Sequence","222.81","",""
"19/01/2022 07:00:00 - 19/01/2022 08:00:00","BZN|IT-North","Without Sequence","283.80","",""
"19/01/2022 08:00:00 - 19/01/2022 09:00:00","BZN|IT-North","Without Sequence","285.36","",""
"19/01/2022 09:00:00 - 19/01/2022 10:00:00","BZN|IT-North","Without Sequence","270.11","",""
"19/01/2022 10:00:00 - 19/01/2022 11:00:00","BZN|IT-North","Without Sequence","272.63","",""
"19/01/2022 11:00:00 - 19/01/2022 12:00:00","BZN|IT-North","Without Sequence","278.02","",""
"19/01/2022 12:00:00 - 19/01/2022 13:00:00","BZN|IT-North","Without Sequence","256.00","",""
"19/01/2022 13:00:00 - 19/01/2022 14:00:00","BZN|IT-North","Without Sequence","240.00","",""
"19/01/2022 14:00:00 - 19/01/2022 15:00:00","BZN|IT-North","Without Sequence","229.39","",""
"19/01/2022 15:00:00 - 19/01/2022 16:00:00","BZN|IT-North","Without Sequence","235.31","",""
"19/01/2022 16:00:00 - 19/01/2022 17:00:00","BZN|IT-North","Without Sequence","250.00","",""
"19/01/2022 17:00:00 - 19/01/2022 18:00:00","BZN|IT-North","Without Sequence","270.00","",""
"19/01/2022 18:00:00 - 19/01/2022 19:00:00","BZN|IT-North","Without Sequence","282.70","",""
"19/01/2022 19:00:00 - 19/01/2022 20:00:00","BZN|IT-North","Without Sequence","273.89","",""
"19/01/2022 20:00:00 - 19/01/2022 21:00:00","BZN|IT-North","Without Sequence","254.21","",""
"19/01/2022 21:00:00 - 19/01/2022 22:00:00","BZN|IT-North","Without Sequence","222.26","",""
"19/01/2022 22:00:00 - 19/01/2022 23:00:00","BZN|IT-North","Without Sequence","208.80","",""
"19/01/2022 23:00:00 - 20/01/2022 00:00:00","BZN|IT-North","Without Sequence","191.09","",""
"20/01/2022 00:00:00 - 20/01/2022 01:00:00","BZN|IT-North","Without Sequence","194.18","",""
"20/01/2022 01:00:00 - 20/01/2022 02:00:00","BZN|IT-North","Without Sequence","185.18","",""
"20/01/2022 02:00:00 - 20/01/2022 03:00:00","BZN|IT-North","Without Sequence","179.53","",""
"20/01/2022 03:00:00 - 20/01/2022 04:00:00","BZN|IT-North","Without Sequence","171.43","",""
"20/01/2022 04:00:00 - 20/01/2022 05:00:00","BZN|IT-North","Without Sequence","168.18","",""
"20/01/2022 05:00:00 - 20/01/2022 06:00:00","BZN|IT-North","Without Sequence","181.50","",""
"20/01/2022 06:00:00 - 20/01/2022 07:00:00","BZN|IT-North","Without Sequence","212.34","",""
"20/01/2022 07:00:00 - 20/01/2022 08:00:00","BZN|IT-North","Without Sequence","257.23","",""
"20/01/2022 08:00:00 - 20/01/2022 09:00:00","BZN|IT-North","Without Sequence","272.90","",""
"20/01/2022 09:00:00 - 20/01/2022 10:00:00","BZN|IT-North","Without Sequence","281.62","",""
"20/01/2022 10:00:00 - 20/01/2022 11:00:00","BZN|IT-North","Without Sequence","269.14","",""
"20/01/2022 11:00:00 - 20/01/2022 12:00:00","BZN|IT-North","Without Sequence","268.78","",""
"20/01/2022 12:00:00 - 20/01/2022 13:00:00","BZN|IT-North","Without Sequence","262.00","",""
"20/01/2022 13:00:00 - 20/01/2022 14:00:00","BZN|IT-North","Without Sequence","242.02","",""
"20/01/2022 14:00:00 - 20/01/2022 15:00:00","BZN|IT-North","Without Sequence","229.00","",""
"20/01/2022 15:00:00 - 20/01/2022 16:00:00","BZN|IT-North","Without Sequence","219.91","",""
"20/01/2022 16:00:00 - 20/01/2022 17:00:00","BZN|IT-North","Without Sequence","229.10","",""
"20/01/2022 17:00:00 - 20/01/2022 18:00:00","BZN|IT-North","Without Sequence","248.51","",""
"20/01/2022 18:00:00 - 20/01/2022 19:00:00","BZN|IT-North","Without Sequence","265.00","",""
"20/01/2022 19:00:00 - 20/01/2022 20:00:00","BZN|IT-North","Without Sequence","265.45","",""
"20/01/2022 20:00:00 - 20/01/2022 21:00:00","BZN|IT-North","Without Sequence","246.10","",""
"20/01/2022 21:00:00 - 20/01/2022 22:00:00","BZN|IT-North","Without Sequence","220.56","",""
"20/01/2022 22:00:00 - 20/01/2022 23:00:00","BZN|IT-North","Without Sequence","206.12","",""
"20/01/2022 23:00:00 - 21/01/2022 00:00:00","BZN|IT-North","Without Sequence","196.80","",""
"21/01/2022 00:00:00 - 21/01/2022 01:00:00","BZN|IT-North","Without Sequence","197.60","",""
"21/01/2022 01:00:00 - 21/01/2022 02:00:00","BZN|IT-North","Without Sequence","187.00","",""
"21/01/2022 02:00:00 - 21/01/2022 03:00:00","BZN|IT-North","Without Sequence","183.14","",""
"21/01/2022 03:00:00 - 21/01/2022 04:00:00","BZN|IT-North","Without Sequence","182.07","",""
